wikiStats|am

redirects|108
p|boards|0
p|body discovered|0

template|መለጠፊያ:የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኤ
count|3
properties|4
p|scenarios|0
p|ግጥሚያዎች|1
p|tiebreakers|0
p|የተስፋፋ|1

template|መለጠፊያ:የፊልም መረጃ
count|40
properties|19
p|አዘጋጅ|15
p|ኤዲተር|15
p|ርዕስ|39
p|ሀገር|36
p|ሙዚቃ|12
p|ዘውግ|0
p|ርዕስ_በሌላ_ቋንቋ|33
p|የፊልሙ_ርዝመት|31
p|ፊልሙን_ያዘጋጀው_ድርጅት|18
p|የተለቀቀበት_ዓመት|32
p|ክፍል|30
p|ጸሐፊ|0
p|ተዋናዮች|21
p|የፊልም_ኢንዱስትሪ|30
p|ዳይሬክተር|23
p|ገቢ|11
p|ወጭ|11
p|ሥዕል|18
p|ምክትል_ዳይሬክተር|2

template|መለጠፊያ:ባንክ መረጃ
count|1
properties|20
p|መሪ2|0
p|መሪ1|1
p|ወገን1|0
p|ዋና_መሥሪያ_ቤት|1
p|ወገን2|0
p|አቅም2|0
p|ስዕል|0
p|የባንክ_ስም|1
p|ውጤት|0
p|አቅም1|0
p|ጉዳት1|0
p|መሪ3|0
p|ጉዳት2|0
p|የስዕል_መግለጫ|0
p|ክፍል|0
p|ቀን|0
p|ቦታ|1
p|አቅም3|0
p|ጉዳት3|0
p|ወገን3|0

template|መለጠፊያ:Location map+
count|6
properties|10
p|border|0
p|float|1
p|label|0
p|alt|0
p|caption|0
p|AlternativeMap|0
p|overlay_image|0
p|width|1
p|places|0
p|relief|0

template|መለጠፊያ:የብሔር መረጃ
count|3
properties|108
p|ሕዝብ27|0
p|አካባቢ18|0
p|ምንጭ8|0
p|አካባቢ29|0
p|ምንጭ11|0
p|ምንጭ18|0
p|አካባቢ8|0
p|ሕዝብ17|0
p|አካባቢ26|0
p|ምንጭ3|0
p|ሕዝብ3|1
p|አካባቢ15|0
p|አካባቢ22|0
p|ሕዝብ6|1
p|ምንጭ24|0
p|አካባቢ30|0
p|አካባቢ11|0
p|ሌሎች_ብሔሮች|2
p|ሕዝብ23|0
p|አካባቢ5|0
p|ምንጭ30|0
p|ምንጭ14|0
p|ሕዝብ7|1
p|ምንጭ2|0
p|ስዕል|0
p|ምንጭ9|0
p|ምንጭ16|0
p|ቋንቋ|2
p|ሕዝብ28|0
p|ምንጭ28|0
p|አካባቢ23|0
p|አካባቢ4|0
p|ሕዝብ18|0
p|genealogy|0
p|ምንጭ25|0
p|ማስታወሻ|0
p|አካባቢ12|0
p|ምንጭ19|0
p|አካባቢ1|0
p|አካባቢ27|0
p|ምንጭ10|0
p|ሕዝብ32|0
p|ሕዝብ2|1
p|የባንዲራ_መግለጫ|0
p|ሕዝብ22|0
p|ምንጭ31|0
