wikiStats|hr

redirects|983
r|Predložak:BAFTA Film|Predložak:BAFTA za najbolji film
r|Predložak:PD-old-70|Predložak:JD-stara-70
r|Predložak:Suradnik wikipedija/autopatrolirani|Predložak:Suradnik wikipedija/samoophođeni
r|Predložak:Infokvir Astronaut|Predložak:Infookvir Astronaut
r|Predložak:Županija u Rumunjskoj|Predložak:Infookvir županija u Rumunjskoj
r|Predložak:Srp icon|Predložak:Srp oznaka
r|Predložak:1.Jugoslavenska nogometna liga|Predložak:1. Jugoslavenska nogometna liga
r|Predložak:Ruski savezni okrug|Predložak:Infookvir ruski savezni okrug
r|Predložak:Infookvir hokejaški trener|Predložak:Infookvir hokejski trener
r|Predložak:Zho icon|Predložak:Zho oznaka
r|Predložak:HP mjesto|Predložak:Infookvir Harry Potter mjesto
r|Predložak:Citiraj knjigu|Predložak:Citiranje knjige
r|Predložak:Nogometna liga|Predložak:Infookvir nogometna liga
r|Predložak:Naselja u sastavu Općine Rešetari|Predložak:Rešetari
r|Predložak:Sastav Francuska 2012 EP|Predložak:Sastav Francuska 2012. EP
r|Predložak:Spoiler|Predložak:Otkrivanje radnje
r|Predložak:Naselja u sastavu Grada Valpova|Predložak:Valpovo
r|Predložak:Zh|Predložak:Zho oznaka
r|Predložak:Infookvir gradska četvrt Osijeka|Predložak:Infookvir osječka gradska četvrt
r|Predložak:Cg icon|Predložak:Cg oznaka
r|Predložak:Naselja u sastavu Općine Lovas|Predložak:Lovas
r|Predložak:Infokvir lik iz serije|Predložak:Infookvir lik iz serije
r|Predložak:Naselja u sastavu Općine Stubičke Toplice|Predložak:Stubičke Toplice
r|Predložak:Gradska naselja Lipika|Predložak:Lipik
r|Predložak:Naselja u sastavu Općine Đurđenovac|Predložak:Đurđenovac
r|Predložak:Sastav Nizozemske 1996 EP|Predložak:Sastav Nizozemska 1996 EP
r|Predložak:Grčki grad|Predložak:Infookvir grčki grad
r|Predložak:Drugi saziv Doma naroda PS BiH|Predložak:2. saziv Doma naroda PS BiH
r|Predložak:Naselja u sastavu Općine Jalžabet|Predložak:Jalžabet
r|Predložak:Srd icon|Predložak:Srd oznaka
r|Predložak:Naselja u općini Okučani|Predložak:Okučani
r|Predložak:Gradska naselja Pakraca|Predložak:Pakrac
r|Predložak:Naselja općine Prgomet|Predložak:Prgomet
r|Predložak:Teleskop|Predložak:Infookvir teleskop
r|Predložak:HP organizacije|Predložak:Infookvir Harry Potter organizacija
r|Predložak:Infokutija svećenik|Predložak:Infookvir svećenik
r|Predložak:Grupa satelita|Predložak:Infookvir grupa satelita
r|Predložak:Naselja u sastavu Općine Hrašćina|Predložak:Hrašćina
r|Predložak:Naselja u sastavu Općine Berek|Predložak:Berek
r|Predložak:Naselja u sastavu Općine Voćin|Predložak:Voćin
r|Predložak:Delete|Predložak:Bris
r|Predložak:Naselja u sastavu Općine Vidovec|Predložak:Vidovec
r|Predložak:Softver|Predložak:Infookvir softver
r|Predložak:Infokvir kubanska pokrajina|Predložak:Infookvir kubanska pokrajina
r|Predložak:Naselja u sastavu Općine Ston|Predložak:Ston
r|Predložak:Disambig|Predložak:Razdvojba
r|Predložak:Dijakritici|Predložak:Dijakritički znakovi
r|Predložak:Grčka prefektura|Predložak:Infookvir grčka prefektura
r|Predložak:Švicarski kanton|Predložak:Infookvir švicarski kanton
r|Predložak:Prva dama|Predložak:Infookvir političar
r|Predložak:Infookvir hokejaški klub|Predložak:Infookvir hokejski klub
r|Predložak:Naselja u sastavu Općine Zdenci|Predložak:Zdenci
r|Predložak:Naselja u sastavu općine Plaški|Predložak:Plaški
r|Predložak:Bosanskohercegovačka povijest|Predložak:Povijest Bosne i Hercegovine
r|Predložak:Likovni motivi|Predložak:Likovnimotivi
r|Predložak:Language icon|Predložak:Jezikk
r|Predložak:Naselja u sastavu Općine Brodski Stupnik|Predložak:Brodski Stupnik
r|Predložak:F.C. Barcelona|Predložak:FC Barcelona
r|Predložak:Singlovi Wiz Khalife|Predložak:Singlovi Wiza Khalife
r|Predložak:Daz Dilinger|Predložak:Daz Dillinger
r|Predložak:Infookvir saudijskoarabijska provincija|Predložak:Infookvir saudijska pokrajina
r|Predložak:Dirigenti milanske scale|Predložak:Dirigenti milanske Scale
r|Predložak:Naselja u sastavu Općine Župa dubrovačka|Predložak:Župa dubrovačka
r|Predložak:Lik iz stripa Peanuts|Predložak:Infookvir lik iz stripa Peanuts
r|Predložak:Nor icon|Predložak:Nor oznaka
r|Predložak:Naselja u sastavu Općine Vrbanja|Predložak:Vrbanja
r|Predložak:Naselja grada Oroslavja|Predložak:Oroslavje
r|Predložak:Naselja u sastavu Općine Desinić|Predložak:Desinić
r|Predložak:Infokvir plivač|Predložak:Infookvir plivač
r|Predložak:Coor dms2dec|Predložak:Coord/dms2dec
r|Predložak:Objekt dubokog svemira|Predložak:Infookvir objekt dubokog svemira
r|Predložak:Brisati|Predložak:Bris
r|Predložak:Naselja u sastavu Općine Marčana|Predložak:Marčana
r|Predložak:Infookvir: mikomorfokvir|Predložak:Infookvir mikomorfokvir
r|Predložak:Bezizlazno|Predložak:Ustajalo
r|Predložak:Naselja u sastavu Općine Majur|Predložak:Majur
r|Predložak:Naselja u sastavu Općine Suhopolje|Predložak:Suhopolje
r|Predložak:Vojvodstva Poljske|Predložak:Poljska vojvodstva
r|Predložak:Web stranica|Predložak:Infookvir web stranica
r|Predložak:Infokutija košarkaško natjecanje|Predložak:Infookvir košarkaško natjecanje
r|Predložak:Predsjednici Brazila|Predložak:Brazilski predsjednici
r|Predložak:Sastav Nizozemska 2012 EP|Predložak:Sastav Nizozemska 2012. EP
r|Predložak:Igre|Predložak:Infookvir igra
r|Predložak:Por icon|Predložak:Por oznaka
r|Predložak:Penutian|Predložak:Penutski narodi i jezici
r|Predložak:Gradska naselja u sastavu grada Vodnjan|Predložak:Vodnjan
r|Predložak:Redirect|Predložak:Preusmjerava
r|Predložak:Starbox visbin|Predložak:Starbox orbit
r|Predložak:Singl|Predložak:Infookvir singl
r|Predložak:Infookvir hotel|Predložak:Hotel
r|Predložak:Košarkaška reprezentacija|Predložak:Infookvir košarkaška reprezentacija
r|Predložak:Gradska četvrt Zagreba|Predložak:Infookvir gradska četvrt Zagreba
r|Predložak:Wb|Predložak:Whisperback
r|Predložak:Bb start|Predložak:Sport start
r|Predložak:Sastav Engleska 2012 EP|Predložak:Sastav Engleska 2012. EP
r|Predložak:Hrvatski muzeji i galerije|Predložak:Infookvir hrvatski muzej ili galerija
r|Predložak:Sr icon|Predložak:Srp oznaka
r|Predložak:Naselja u sastavu Općine Zlatar Bistrica|Predložak:Zlatar Bistrica
r|Predložak:Oružane snage Njemačke|Predložak:OS Njemačke
r|Predložak:ZA|Predložak:Za
r|Predložak:Mrva-sport|Predložak:Mrva-šport
r|Predložak:Gradska naselja Garešnice|Predložak:Garešnica
r|Predložak:Kraj tablice|Predložak:End
r|Predložak:Hockeybox|Predložak:Sklopiva hokejska kutija
r|Predložak:Naselja u sastavu Općine Donji Kukuruzari|Predložak:Donji Kukuruzari
r|Predložak:Otheruses|Predložak:Dz
r|Predložak:Politička stranka|Predložak:Infookvir politička stranka
r|Predložak:Sastav Nizozemske 2000 EP|Predložak:Sastav Nizozemska 2000 EP
r|Predložak:Okvir gospodarstvo|Predložak:Infookvir gospodarstvo
r|Predložak:Nogometni savez|Predložak:Infookvir nogometni savez
r|Predložak:Dobrodošlica-eng|Predložak:Dobrodošlica-eng1
r|Predložak:Naselja grada Zlatara|Predložak:Zlatar
r|Predložak:Naselja u sastavu Općine Mala Subotica|Predložak:Mala Subotica
r|Predložak:Nld icon|Predložak:Nld oznaka
r|Predložak:Mađarska regija|Predložak:Infookvir mađarska regija
r|Predložak:Suradnik meta|Suradnik:SO/Meta
r|Predložak:Naselja u sastavu Općine Lupoglav|Predložak:Lupoglav
r|Predložak:Naselja u sastavu Općine Semeljci|Predložak:Semeljci
r|Predložak:Nogometna reprezentacija|Predložak:Infookvir nogometna reprezentacija
r|Predložak:Okvir države Australije|Predložak:Infookvir država Australije
r|Predložak:Naselja u sastavu Općine Jesenje|Predložak:Jesenje
r|Predložak:Infokvir domaće mačke|Predložak:Infookvir domaće mačke
r|Predložak:Sar icon|Predložak:Srd oznaka
r|Predložak:Naselja u sastavu Općine Tompojevci|Predložak:Tompojevci
r|Predložak:Naselja u sastavu Općine Darda|Predložak:Darda
r|Predložak:Infobox NPO|Predložak:Infookvir NPO
r|Predložak:Infokvir Biografija|Predložak:Infookvir Biografija
r|Predložak:Naselja u sastavu Općine Rakovec|Predložak:Rakovec
r|Predložak:Naselja u sastavu Općine Topusko|Predložak:Topusko
r|Predložak:Pustolovine Milesa Vorkosigana|Predložak:Lois McMaster Bujold
r|Predložak:Infobox carina|Predložak:Infookvir carina
r|Predložak:Naselja u sastavu općine Josipdol|Predložak:Josipdol
r|Predložak:Fansite|Predložak:Rad obožavatelja
r|Predložak:Naselja u sastavu Općine Krašić|Predložak:Krašić
r|Predložak:Naselja u sastavu Općine Vrpolje|Predložak:Vrpolje
r|Predložak:Naselja u sastavu Općine Šodolovci|Predložak:Šodolovci
r|Predložak:Naselja u sastavu Općine Beretinec|Predložak:Beretinec
r|Predložak:Naselja u sastavu Općine Velika Trnovitica|Predložak:Velika Trnovitica
r|Predložak:Lokacijska karta Salvador|Predložak:Lokacijska karta El Salvador
r|Predložak:Španjolski monarsi|Predložak:Popis španjolskih kraljeva
r|Predložak:Aktualno-sport|Predložak:Športski događaj u tijeku
r|Predložak:Infokvir lik iz sapunice|Predložak:Infookvir lik iz serije
r|Predložak:Naselja u sastavu Općine Raša|Predložak:Raša
r|Predložak:Cat icon|Predložak:Cat oznaka
r|Predložak:Naselja u sastavu Općine Stupnik|Predložak:Stupnik
r|Predložak:Naselja u sastavu grada Korčula|Predložak:Korčula
r|Predložak:Preslovljavanje slavenskih imena|Predložak:Pravilno presloviti ćirilicu
r|Predložak:Jemenska muhafaza|Predložak:Infookvir jemenska muhafaza
r|Predložak:Footer Sunčevsustav|Predložak:Podnožak Sunčevsustav
r|Predložak:VW modeli|Predložak:Volkswagenovi modeli
r|Predložak:Naselja u sastavu Općine Zagorska Sela|Predložak:Zagorska Sela
r|Predložak:Naselja u sastavu Općine Bedenica|Predložak:Bedenica
r|Predložak:Naselja grada Trilja|Predložak:Trilj
r|Predložak:Radio postaja|Predložak:Infookvir radijska postaja
r|Predložak:Naselja u sastavu Općine Kršan|Predložak:Kršan
r|Predložak:AlphanumericTOC/Doc|Predložak:AlphanumericTOC/doc
r|Predložak:Naselja u sastavu Općine Koška|Predložak:Koška
r|Predložak:Nacizam|Predložak:Nacionalsocijalizam
r|Predložak:Naselja grada Vrlike|Predložak:Vrlika
r|Predložak:It icon|Predložak:Ita oznaka
r|Predložak:Pol icon|Predložak:Pol oznaka
r|Predložak:Naselja u sastavu općine Tounj|Predložak:Tounj
r|Predložak:UNESCO-svjetska baština|Predložak:UNESCO – svjetska baština
r|Predložak:Infokvir TV serija|Predložak:Infookvir TV serija
r|Predložak:Middot|Predložak:·
r|Predložak:Naselja u sastavu Općine Zrinski Topolovac|Predložak:Zrinski Topolovac
r|Predložak:Infokvir anatomija/lat|Predložak:Infookvir anatomija/lat
r|Predložak:Naselja u sastavu Općine Žminj|Predložak:Žminj
r|Predložak:Infokvir vojna osoba|Predložak:Infookvir vojna osoba
r|Predložak:Naselje u CG|Predložak:Infookvir naselje u CG
r|Predložak:Otheruses2|Predložak:Drugo značenje2
r|Predložak:Glagolsko vrijeme|Predložak:Infookvir glagolsko vrijeme
r|Predložak:Naselja u sastavu Općine Sveta Nedelja (Istarska županija)|Predložak:Sveta Nedelja (Istarska županija)
r|Predložak:Ron icon|Predložak:Rum oznaka
r|Predložak:Naselja u sastavu Općine Trpanj|Predložak:Trpanj
r|Predložak:Drugoznačenje2|Predložak:Drugo značenje2
r|Predložak:Grad u UK|Predložak:Infookvir grad u UK
r|Predložak:Sr|Predložak:Srp oznaka
r|Predložak:Listdev|Predložak:Proširi listu
r|Predložak:Tvrtka|Predložak:Infookvir tvrtka
r|Predložak:Naselja u sastavu Općine Rakovica|Predložak:Rakovica
r|Predložak:Infokutija NBA Draft|Predložak:Infookvir NBA Draft
r|Predložak:Tramvaj|Predložak:Infookvir tramvaj
r|Predložak:F1 momčad|Predložak:Infookvir F1 momčad
r|Predložak:Naselja u sastavu Općine Marija Bistrica|Predložak:Marija Bistrica
r|Predložak:Naselja u sastavu Grada Beli Manastir|Predložak:Beli Manastir
r|Predložak:Ell icon|Predložak:Ell oznaka
r|Predložak:Dan icon|Predložak:Dan oznaka
r|Predložak:Popis rebraša|Predložak:Abecedni popis rebraša
r|Predložak:Naselja u sastavu Općine Pitomača|Predložak:Pitomača
r|Predložak:Infokvir talijanska regija|Predložak:Infookvir talijanska regija
r|Predložak:Naša Sinalko Liga|Predložak:Košarkaška liga Srbije
r|Predložak:Hun icon|Predložak:Hun oznaka
r|Predložak:Infokvir skijaš|Predložak:Infookvir skijaš
r|Predložak:Naselja u sastavu Grada Grubišno Polje|Predložak:Grubišno Polje
r|Predložak:Budući izbori|Predložak:Aktualno-izbori
r|Predložak:Općina BiH RS|Predložak:Infookvir općina BiH RS
r|Predložak:Naselja u sastavu Općine Ivankovo|Predložak:Ivankovo
r|Predložak:Suradnik broj-članaka|Suradnik:SO/Broj-članaka
r|Predložak:Naselja u sastavu Općine Veliki Bukovec|Predložak:Veliki Bukovec
r|Predložak:Naselja općine Muć|Predložak:Muć
r|Predložak:Album|Predložak:Infookvir album
r|Predložak:Predsjednici Turske|Predložak:Turski predsjednici
r|Predložak:Naselja u sastavu Općine Bizovac|Predložak:Bizovac
r|Predložak:Budući sportski događaj|Predložak:Budući športski događaj
r|Predložak:Unblock|Predložak:Odblokirajte me
r|Predložak:Naselja u sastavu Općine Podgorač|Predložak:Podgorač
r|Predložak:Nobots|Predložak:Bots
r|Predložak:Football box start|Predložak:Sport start
r|Predložak:OscarAnim|Predložak:Oscar za najbolji animirani film
r|Predložak:Football box inner start|Predložak:Fb inner start
r|Predložak:Tr|Predložak:Tur oznaka
r|Predložak:Fb start/doc|Predložak:Sport start/doc
r|Predložak:Belgijska pokrajina|Predložak:Infookvir belgijska pokrajina
r|Predložak:Predsjednici Toga|Predložak:Togoanski predsjednici
r|Predložak:Naselja u sastavu Općine Preseka|Predložak:Preseka
r|Predložak:CURRENTDATE|Predložak:Currentdate
r|Predložak:Mrva-fik-lik|Predložak:Mrva-izm-lik
r|Predložak:Naselja u sastavu Općine Sračinec|Predložak:Sračinec
r|Predložak:Rukometni klub|Predložak:Infookvir rukometni klub
r|Predložak:Wikisource autor|Predložak:Wikizvor autor
r|Predložak:Infokvir nuklearna elektrana|Predložak:Infookvir nuklearna elektrana
r|Predložak:Template:Ahnentafel-compact5|Predložak:Ahnentafel-compact5
r|Predložak:Naselja u sastavu Općine Netretić|Predložak:Netretić
r|Predložak:Predsjednici Francuske|Predložak:Francuski predsjednici
r|Predložak:Norveška županija|Predložak:Infookvir županija u Norveškoj
r|Predložak:Naselja u sastavu Općine Klakar|Predložak:Klakar
r|Predložak:Tenisač|Predložak:Infookvir tenisač
r|Predložak:Avioni|Predložak:Zrakoplovi
r|Predložak:Nogometaš/trener/izbornik|Predložak:Infookvir nogometaš/trener/izbornik
r|Predložak:Igraća konzola|Predložak:Infookvir igraća konzola
r|Predložak:Gradska naselja grada Ogulina|Predložak:Ogulin
r|Predložak:Naselja u sastavu Općine Lastovo|Predložak:Lastovo
r|Predložak:NS-SI|Predložak:NS-SI1
r|Predložak:Lv icon|Predložak:Lav oznaka
r|Predložak:Dot|Predložak:·
r|Predložak:Naselja u sastavu Općine Klenovnik|Predložak:Klenovnik
r|Predložak:Suradnik wikispecies|Suradnik:SO/wikispecies
r|Predložak:Bez izvora|Predložak:Izvor
r|Predložak:Naselja u sastavu Općine Donja Voća|Predložak:Donja Voća
r|Predložak:Naselja u sastavu Općine Tuhelj|Predložak:Tuhelj
r|Predložak:Ar|Predložak:Ara oznaka
r|Predložak:Slk icon|Predložak:Slk oznaka
r|Predložak:Košarkaška liga|Predložak:Infookvir košarkaška liga
r|Predložak:Naselja u sastavu Općine Bedekovčina|Predložak:Bedekovčina
r|Predložak:Naselja u općini Dragalić|Predložak:Dragalić
r|Predložak:Njemački grad|Predložak:Infookvir njemački grad
r|Predložak:NS-sazetak1|Predložak:NS-sažetak1
r|Predložak:Hy icon|Predložak:Hye oznaka
r|Predložak:Naselja u sastavu Općine Veliko Trojstvo|Predložak:Veliko Trojstvo
r|Predložak:Filmovi Roberta Zemeckisa|Predložak:Robert Zemeckis
r|Predložak:La icon|Predložak:Lat oznaka
r|Predložak:Mkd icon|Predložak:Mkd oznaka
r|Predložak:Sverigetopplistan|Predložak:Švedske top liste
r|Predložak:Lik iz Simpsona|Predložak:Infookvir lik iz Simpsona
r|Predložak:Spoji|Predložak:Uklopi u
r|Predložak:Naruto lik|Predložak:Infookvir Naruto
r|Predložak:Naselja u sastavu Općine Karojba|Predložak:Karojba
r|Predložak:Fas icon|Predložak:Fas oznaka
r|Predložak:Srpski gradovi i općine|Predložak:Srbijanski gradovi i općine
r|Predložak:Svjetski visaški rekordi (muški)|Predložak:Svjetski skakački rekordi (muški)
r|Predložak:Postava A.C. Milana|Predložak:Postava AC Milana
r|Predložak:BB|Predložak:Bris
r|Predložak:Naselja u sastavu Općine Martinska Ves|Predložak:Martinska Ves
r|Predložak:Sastav NK Dinamo Zagreba 2008./2009.|Predložak:Sastav NK Dinama Zagreb 2008./2009.
r|Predložak:Gradska naselja u sastavu grada Umag|Predložak:Umag
r|Predložak:Popis rodova|Predložak:Popis taksona
r|Predložak:Infokvir Vojna građevina|Predložak:Infookvir Vojna građevina
r|Predložak:Infokvir atletičar|Predložak:Infookvir atletičar
r|Predložak:Lijek|Predložak:Infookvir lijek
r|Predložak:Povfil|Predložak:Povijest zapadne filozofije
r|Predložak:7 Kaštela|Predložak:Kaštela
r|Predložak:Hy|Predložak:Hye oznaka
r|Predložak:Naselja u sastavu Općine Velika Ludina|Predložak:Velika Ludina
r|Predložak:Naselja u sastavu Općine Sunja|Predložak:Sunja
r|Predložak:Fb kraj|Predložak:Sport kraj
r|Predložak:Naselja u sastavu Općine Nuštar|Predložak:Nuštar
r|Predložak:Sastav Francuska 2008 EURO|Predložak:Sastav Francuska 2008 EP
r|Predložak:Diskografija izvođača|Predložak:Infookvir diskografija izvođača
r|Predložak:Infokutija OS|Predložak:Infookvir OS
r|Predložak:Naselja u sastavu Općine Vrbje|Predložak:Vrbje
r|Predložak:Košarkaški klub|Predložak:Infookvir košarkaški klub
r|Predložak:Wp+|Predložak:Wikipoveznice
r|Predložak:Naselje|Predložak:Infookvir naselje
r|Predložak:Naselja u sastavu Općine Gornji Mihaljevec|Predložak:Gornji Mihaljevec
r|Predložak:Naselja u sastavu Općine Marija Gorica|Predložak:Marija Gorica
r|Predložak:Naselja u sastavu Općine Lekenik|Predložak:Lekenik
r|Predložak:Gradska naselja Jastrebarskog|Predložak:Jastrebarsko
r|Predložak:Mrva-zvijezdane-staze|Predložak:Mrva-zvjezdane-staze
r|Predložak:Suradnikinfo|Predložak:Suradnik
r|Predložak:Naselja u sastavu Općine Ljubešćica|Predložak:Ljubešćica
r|Predložak:Općina Srbije|Predložak:Infookvir općina Srbije
r|Predložak:Satelit slika|Predložak:Infookvir satelit
r|Predložak:Infobox knjiga|Predložak:Infookvir knjiga
r|Predložak:Sklopiva hokejaška kutija|Predložak:Sklopiva hokejska kutija
r|Predložak:Katoličanstvo u Republici Hrvatskoj|Predložak:Katoličanstvo u Hrvatskoj
r|Predložak:SP vodeni sportovi|Predložak:SP vodeni športovi
r|Predložak:Cite web|Predložak:Citiranje weba
r|Predložak:Naselja u sastavu općine Brdovec|Predložak:Brdovec
r|Predložak:Pristranost|Predložak:Jednostrano
r|Predložak:Predsjednici Gane|Predložak:Ganski predsjednici
r|Predložak:Naselja u sastavu Općine Vižinada|Predložak:Vižinada
r|Predložak:Nauruski okrug|Predložak:Infookvir nauruski okrug
r|Predložak:Naselje u Rumunjskoj|Predložak:Infookvir naselje u Rumunjskoj
r|Predložak:Glazbenik|Predložak:Infookvir glazbenik
r|Predložak:Državni dužnosnik|Predložak:Infookvir političar
r|Predložak:Pokemon lik|Predložak:Infookvir Pokemon lik
r|Predložak:P u r|Predložak:Preusmjerenje u razdvojbu
r|Predložak:Egzoplanet|Predložak:Infookvir egzoplanet
r|Predložak:Mikomorfokvir/doc|Predložak:Infookvir mikomorfokvir/doc
r|Predložak:Okvir regije Francuske|Predložak:Infookvir regija Francuske
r|Predložak:Naselja u sastavu Općine Krapinske Toplice|Predložak:Krapinske Toplice
r|Predložak:Infobolesti|Predložak:Infookvir bolest
r|Predložak:Linija M102|Predložak:Željeznička pruga RH M102
r|Predložak:Gradska naselja u sastavu grada Pazin|Predložak:Pazin
r|Predložak:Naselja u sastavu Općine Gvozd|Predložak:Gvozd
r|Predložak:Cos icon|Predložak:Cos oznaka
r|Predložak:Taks+|Predložak:Dodaj taksokvir
r|Predložak:Slovo grčkog alfabeta|Predložak:Infookvir slovo grčkog alfabeta
r|Predložak:Sportska sezona|Predložak:Infookvir športska sezona
r|Predložak:Naselja u sastavu Općine Donji Kraljevec|Predložak:Donji Kraljevec
r|Predložak:Naselja u sastavu Općine Visoko (Varaždinska županija)|Predložak:Visoko (Varaždinska županija)
r|Predložak:Gradska naselja u sastavu grada Novigrad|Predložak:Novigrad (Istarska županija)
r|Predložak:Hrvatska otočja - Elafiti|Predložak:Otoci Elafitskog otočja
r|Predložak:Okvir zemlje svijeta|Predložak:Infookvir zemlja svijeta
r|Predložak:Coord/display/title,inline|Predložak:Coord/display/inline,title
r|Predložak:Sq icon|Predložak:Sqi oznaka
r|Predložak:Njemačka pokrajina|Predložak:Infookvir njemačka pokrajina
r|Predložak:Ru icon|Predložak:Rus oznaka
r|Predložak:Naselja u sastavu općine Bedenica|Predložak:Bedenica
r|Predložak:Naselja u sastavu Općine Maruševec|Predložak:Maruševec
r|Predložak:Naselja u sastavu Općine Kamanje|Predložak:Kamanje
r|Predložak:Naselja grada Pregrade|Predložak:Pregrada
r|Predložak:Fb start|Predložak:Sport start
r|Predložak:Ponovi od Aa do Žž, 0 do 9 copy|Predložak:Ponovi od Aa do Žž, 0 do 9
r|Predložak:Mirovni planovi za BiH|Predložak:Mirovni planovi za Bosnu i Hercegovinu
r|Predložak:Tr icon|Predložak:Tur oznaka
r|Predložak:Naselja u sastavu Općine Barban|Predložak:Barban
r|Predložak:Makedonski grad|Predložak:Infookvir makedonski grad
r|Predložak:Županija|Predložak:Infookvir županija
r|Predložak:Naselja u sastavu Općine Slivno|Predložak:Slivno
r|Predložak:Naselja u sastavu Općine Sopje|Predložak:Sopje
r|Predložak:Naselja u sastavu Općine Jakovlje|Predložak:Jakovlje
r|Predložak:PD-old|Predložak:JD-stara
r|Predložak:Infokvir IPA|Predložak:Infookvir IPA
r|Predložak:Slika|Predložak:Infookvir slika
r|Predložak:Naselja u sastavu Općine Pokupsko|Predložak:Pokupsko
r|Predložak:Naselja u sastavu općine Lasinja|Predložak:Lasinja
r|Predložak:FishBase|Predložak:FishBase species
r|Predložak:Newdsm|Predložak:Nemam razdvojbu
r|Predložak:Kršćanska denominacija|Predložak:Infookvir kršćanska denominacija
r|Predložak:Naselja u sastavu Općine Mikleuš|Predložak:Mikleuš
r|Predložak:Oružje|Predložak:Infookvir oružje
r|Predložak:Naselja u sastavu Općine Rugvica|Predložak:Rugvica
r|Predložak:Ljestvica|Predložak:Infookvir ljestvica
r|Predložak:Gradska naselja grada Opuzen|Predložak:Opuzen
r|Predložak:Okvir brazilske države|Predložak:Infookvir brazilska država
r|Predložak:Naselja općine Šestanovac|Predložak:Šestanovac
r|Predložak:Deu icon|Predložak:Deu oznaka
r|Predložak:Iranska pokrajina|Predložak:Infookvir iranska pokrajina
r|Predložak:Naselja u sastavu Općine Bistra|Predložak:Bistra
r|Predložak:Tt icon|Predložak:Tat oznaka
