wikiStats|ja

redirects|6545
r|Template:Kyusyu Shinkansen 800 for Sakura & Tsubame Unit|Template:Kyusyu Shinkansen 800 Unit
r|Template:Infobox NFL PlayerCoach/doc|Template:Infobox NFL coach/doc
r|Template:Infobox ship class overview|Template:Infobox Ship Class Overview
r|Template:Country data EQG|Template:Country data Equatorial Guinea
r|Template:偽署名|Template:ImitationSigned
r|Template:IPA-non|Template:IPA-all
r|Template:Dbnd|Template:Sdnd
r|Template:Hebrew|Template:Script/Hebrew
r|Template:KIT|Template:ITA1861
r|Template:Latest preview software release/nginx|Template:Latest preview software release/Nginx
r|Template:サッカーU-21欧州選手権2004セルビア・モンテネグロ代表|Template:UEFA U-21欧州選手権2004セルビア・モンテネグロ代表
r|Template:NDL|Template:全国書誌番号
r|Template:Docomo 4 series|Template:Docomo 2009-2011 FOMAモデル
r|Template:Shortcut|Template:ショートカット
r|Template:即時削除2/全般1|Template:即時削除/全般1
r|Template:Country data エストレマドゥーラ州|Template:Country data Extremadura
r|Template:Country data カスティーリャ・ラ・マンチャ州|Template:Country data Castile-La Mancha
r|Template:Country alias SWI|Template:Country alias Switzerland
r|Template:指宿市の大字|Template:指宿市の町・字
r|Template:ダリオ・アルジェント監督作品|Template:ダリオ・アルジェント
r|Template:Country flag IOC alias TSL|Template:Country flag IOC alias TLS
r|Template:MMR1989f|Template:MYA1989f
r|Template:Infobox aircraft|Template:Infobox 航空機
r|Template:IPA-itdia|Template:IPA-all
r|Template:Country data MNP|Template:Country data Northern Mariana Islands
r|Template:!w|Template:!wrap
r|Template:京都アストドリームス|Template:埼玉アストライア
r|Template:DVDcover|Template:Non free
r|Template:吉川市の町名|Template:吉川市の町・字
r|Template:Country data 長野県|Template:Country data Nagano Prefecture
r|Template:天てれ司会者|Template:天才てれびくん司会者
r|Template:即時削除/R2-1|Template:即時削除/リダイレクト2-1
r|Template:Country data マット・グロッソ・ド・スル州|Template:Country data Mato Grosso do Sul
r|Template:EGYf1952|Template:EGY1952f
r|Template:Country data ENG|Template:Country data England
r|Template:ムガル帝国の君主|Template:ムガル皇帝
r|Template:Infobox bilateral relations|Template:Infobox 両国関係
r|Template:Selected picture|Template:特集画像
r|Template:Country data イングランド王国|Template:Country data Kingdom of England
r|Template:Col-1-of-4|Template:Col-4
r|Template:F1 race report|Template:F1レースレポート
r|Template:User xubu|Template:User OS:Xubuntu
r|Template:Country data LBN|Template:Country data Lebanon
r|Template:Country data ブランデンブルク州|Template:Country data Brandenburg
r|Template:Cite pmid/21319801|Template:Cite doi/10.1021.2Fjm1014555
r|Template:マルセイユのメンバー|Template:オリンピック・マルセイユのメンバー
r|Template:2010年-2011年アラブ世界騒乱|Template:アラブの春
r|Template:Country data コソヴォ|Template:Country data Kosovo
r|Template:IBDb name|Template:Ibdb name
r|Template:IPA-ki|Template:IPA-all
r|Template:アーセナルのメンバー|Template:アーセナルFCのメンバー
r|Template:鎌倉市の地域|Template:鎌倉市の町・字
r|Template:PREFAB SPROUT|Template:プリファブ・スプラウト
r|Template:Infobox school|Template:Infobox school2
r|Template:Country data イギリス領ホンジュラス|Template:Country data British Honduras
r|Template:IRNf1964|Template:IRN1964f
r|Template:基礎情報 中国の行政区分|Template:基礎情報 中国の都市
r|Template:SUDf1956|Template:SUD1956f
r|Template:Cite magazine|Template:Cite journal
r|Template:WSJtopic|Template:WSJ topic
r|Template:Infobox Political party|Template:Infobox political party
r|Template:\sandbox|Template:When in sandbox
r|Template:UEFA欧州選手権2004チェコ代表|Template:UEFA EURO 2004チェコ代表
r|Template:User sle|Template:User browser:Sleipnir
r|Template:ヴェネツィア国際映画祭 男優賞 1990-2009|Template:ヴェネツィア国際映画祭 男優賞
r|Template:Formatprice|Template:Format price
r|Template:UEFA欧州選手権1992フランス代表|Template:UEFA EURO '92フランス代表
r|Template:BS1|Template:BS
r|Template:Startplainlist|Template:Plainlist
r|Template:Cite|Template:Citation
r|Template:Country data PRC|Template:Country data China
r|Template:VCTf|Template:VINf
r|Template:Country data Cocos Islands|Template:Country data Cocos (Keeling) Islands
r|Template:Infobox Closed London station/testcases|Template:Infobox London station/testcases
r|Template:バレーボール全日本女子88オ|Template:1988年オリンピックバレーボール全日本女子
r|Template:Cite pmid/18990672|Template:Cite doi/10.1098.2Frstb.2008.0212
r|Template:Country data 北キプロス|Template:Country data Northern Cyprus
r|Template:阪神西大阪線|Template:阪神なんば線
r|Template:脳科学事典|Template:脳科学辞典
r|Template:Personal rights/doc|Template:Portrait right/doc
r|Template:OMA|Template:OMN
r|Template:BER|Template:BMU
r|Template:Country data 連合軍軍政期 (ドイツ)|Template:Country data Allied-occupied Germany
r|Template:Infobox chess biography|Template:Infobox Chess player
r|Template:Country data SYR|Template:Country data Syria
r|Template:Location map Warwickshire|Template:Location map United Kingdom Warwickshire
r|Template:Country data Shimane|Template:Country data Shimane Prefecture
r|Template:UEFA欧州選手権1996イングランド代表|Template:UEFA EURO '96イングランド代表
r|Template:Country data バーデン＝ヴュルテンベルク州|Template:Country data Baden-Württemberg
r|Template:シャルンホルスト級大型巡洋艦|Template:シャルンホルスト級装甲巡洋艦
r|Template:UEFA5つ星スタジアム|Template:UEFAスタジアムカテゴリー4
r|Template:Knot-details|Template:Infobox Knot details
r|Template:フレックスコミックス各誌連載中|Template:COMIC メテオ連載中
r|Template:横浜ベイスターズおよびその前身球団オーナー|Template:横浜ベイスターズおよびその前身球団歴代オーナー
r|Template:*|Template:•
r|Template:バレーボール全日本女子72オ|Template:1972年オリンピックバレーボール全日本女子
r|Template:No flag|Template:Noflag
r|Template:仙台市営地下鉄南北線|Template:仙台市地下鉄南北線
r|Template:Cite newspaper|Template:Cite news
r|Template:Typo|Template:Not a typo
r|Template:白岡市の町名|Template:白岡市の町・字
r|Template:Country data 南部スーダン|Template:Country data South Sudan
r|Template:Country data フランシュ＝コンテ地域圏|Template:Country data Franche-Comté
r|Template:Dpn|Template:削除済みノート
r|Template:Country flag alias Hong Kong, China|Template:Country flag alias Hong Kong
r|Template:Country alias BUL1946|Template:Country alias BGR1946
r|Template:Country data イギリス帝国|Template:Country data British Empire
r|Template:Infobox Lt Governor|Template:政治家
r|Template:Country data CRC|Template:Country data Costa Rica
r|Template:Country data バーレーン|Template:Country data Bahrain
r|Template:Country data フランス領ギアナ|Template:Country data French Guiana
r|Template:カイザー・フリードリヒIII世級戦艦|Template:カイザー・フリードリヒ3世級戦艦
r|Template:Translation|Template:翻訳中途
r|Template:Country data セントヘレナ|Template:Country data Saint Helena
r|Template:Infobox navyshipclass/sandbox|Template:Infobox 艦級/sandbox
r|Template:学校法人北海道尚志学園|Template:学校法人北海道科学大学
r|Template:Country alias VSO|Template:Country alias Vietnam
r|Template:Country data オートボルタ|Template:Country data Upper Volta
r|Template:Tsx|Template:TSX
r|Template:Preview Mobile|Template:PreviewMobile
r|Template:UEFAヨーロッパリーグ 優勝監督|Template:UEFAヨーロッパリーグ優勝監督
r|Template:SSR1955f|Template:URS1955f
r|Template:Country data セルジッペ州|Template:Country data Sergipe
r|Template:UEFA欧州選手権2004ポルトガル代表|Template:UEFA EURO 2004ポルトガル代表
r|Template:Location map Niger|Template:Location map ニジェール
r|Template:Country data テューリンゲン州|Template:Country data Thuringia
r|Template:独自調査|Template:独自研究
r|Template:Cite pmid/11498589|Template:Cite doi/10.1126.2Fscience.1061457
r|Template:Unreferenced|Template:出典の明記
r|Template:Location map Tennessee|Template:Location map USA Tennessee
r|Template:Edit filter warning|Template:編集フィルターの警告
r|Template:Country data British India|Template:Country data British Raj
r|Template:蓮田市の町名|Template:蓮田市の町・字
r|Template:フィリピンの戦い (1944-1945年)|Template:Campaignbox フィリピンの戦い (1944-1945年)
r|Template:ODNBweb|Template:DNBweb
r|Template:Infobox Musician Awards|Template:Infobox musician awards
r|Template:User IE|Template:User browser:Microsoft Internet Explorer
r|Template:Cite pmid/22375977|Template:Cite doi/10.1056.2FNEJMe1115119
r|Template:1987 ラグビー・ワールドカップ日本代表|Template:ラグビーワールドカップ1987 日本代表
r|Template:WCQ|Template:FIFAワールドカップ
r|Template:Country data フラームス＝ブラバント州|Template:Country data Flemish Brabant
r|Template:Country data ノースカロライナ州|Template:Country data North Carolina
r|Template:東京ディズニーシーのテーマポート|Template:ディズニーパークのテーマエリア
r|Template:上海地下鉄7号線|Template:上海軌道交通7号線
r|Template:Navigation2/doc|Template:Navbox/doc
r|Template:Country data コロラド州|Template:Country data Colorado
r|Template:グレミオのメンバー|Template:グレミオFBPAのメンバー
r|Template:即時削除/F1-4|Template:即時削除/ファイル1-4
r|Template:PHLf|Template:PHIf
r|Template:Country data BLR|Template:Country data Belarus
r|Template:Categorytheory-stub|Template:Math-stub
r|Template:Country data Republic of Srpska|Template:Country data Republika Srpska
r|Template:Politics of Uzbekistan|Template:ウズベキスタンの政治
r|Template:TLS-H|Template:TLS-H2
r|Template:ROU1947f2|Template:ROU1948f2
r|Template:Country data Brunei Darussalam|Template:Country data Brunei
r|Template:ローマ地下鉄の駅|Template:Infobox ローマ地下鉄の駅
r|Template:入間市の町名|Template:入間市の町・字
r|Template:USAf1912|Template:USA1912f
r|Template:American Flighter|Template:アメリカ軍の固定翼機 (呼称統一以降)
r|Template:基礎情報 革命/doc|Template:基礎情報 蜂起/doc
r|Template:十二支|Template:十干十二支
r|Template:Country data SUD|Template:Country data Sudan
r|Template:UEFA欧州選手権2004イタリア代表|Template:UEFA EURO 2004イタリア代表
r|Template:Disputed|Template:正確性
r|Template:即時削除2/sandbox|Template:即時削除/sandbox
r|Template:Country data Okinawa|Template:Country data Okinawa Prefecture
r|Template:兄弟エレファンツ|Template:中信兄弟エレファンツ
r|Template:バレーボール全日本男子93グラチャンバレー|Template:1993年バレーボール・ワールドグランドチャンピオンズカップ全日本男子
r|Template:PRTf|Template:PORf
r|Template:Iaaf name|Template:IAAF name
r|Template:バレーボールアメリカ男子00オ|Template:2000年オリンピックバレーボールアメリカ合衆国男子代表
r|Template:2003 ラグビーワールドカップ日本代表|Template:ラグビーワールドカップ2003 日本代表
r|Template:Afghanistan-stub|Template:Afghan-stub
r|Template:Intro too long|Template:導入部が長い
r|Template:Country data BUR|Template:Country data Burkina Faso
r|Template:N°|Template:Numéro
r|Template:Infobox ski area|Template:スキー場
r|Template:Oclc|Template:OCLC
r|Template:•w|Template:•wrap
r|Template:Country data イギリス連邦|Template:Country data Commonwealth of Nations
r|Template:Country data ヌグリ・スンビラン州|Template:Country data Negeri Sembilan
r|Template:Country alias 海上自衛隊|Template:Country alias 十六条旭日旗
r|Template:SockpuppetS|Template:Sockpuppet
r|Template:Country data IRE|Template:Country data Ireland
r|Template:Infobox criminal|Template:Infobox 犯罪者
r|Template:山手貨物線|Template:山手・東北貨物線
r|Template:DOI|Template:Doi
r|Template:Kse|Template:Korea Exchange
r|Template:Country data ブラジリア連邦直轄区|Template:Country data Brazilian Federal District
r|Template:学校法人三育学院・学校法人沖縄三育学院|Template:学校法人三育学院・学校法人広島三育学院・学校法人沖縄三育学院
r|Template:ニューカッスル・ユナイテッドのメンバー|Template:ニューカッスル・ユナイテッドFCのメンバー
r|Template:Infobox Launch Pad|Template:Infobox ロケット発射場
r|Template:Videogame-stub|Template:Video-game-stub
r|Template:サッカー欧州選手権2008ドイツ代表|Template:UEFA EURO 2008ドイツ代表
r|Template:中国電力|Template:中国電力グループ
r|Template:IPA-ne|Template:IPA-all
r|Template:Country data ナゴルノ・カラバフ|Template:Country data Nagorno-Karabakh Republic
r|Template:Infobox Economist|Template:Infobox 経済学者
r|Template:S-line/LIRR right/ヘムステッド|Template:S-line/LIRR right/ヘンプステッド
r|Template:No redirect|Template:非転送
r|Template:Country data Yamanashi|Template:Country data Yamanashi Prefecture
r|Template:Zh-cn icon|Template:Zh-smpl icon
r|Template:Country data マヨット|Template:Country data Mayotte
r|Template:伊三六一型潜水艦|Template:巡潜
r|Template:日本の敷設艇|Template:日本の敷設艦
r|Template:Convert/PD/sqkm|Template:Convert/PD/km2
r|Template:Country data BIZ|Template:Country data Belize
r|Template:精神と行動の疾患|Template:精神と行動の障害
r|Template:Country alias SAU|Template:Country alias Saudi Arabia
r|Template:School|Template:Infobox School
r|Template:Country data トレンティーノ＝アルト・アディジェ州|Template:Country data Trentino-Alto Adige/Südtirol
r|Template:バレーボールロシア女子02世|Template:2002年バレーボール世界選手権ロシア女子代表
r|Template:Infobox User|Template:Infobox 利用者
r|Template:Country data ガボン|Template:Country data Gabon
r|Template:End box|Template:End
r|Template:ランタイム|Template:ランタイムミュージックエンタテインメント
r|Template:Angbr|Template:Angle bracket
r|Template:IPA-wo|Template:IPA-all
r|Template:Country data パラー州|Template:Country data Pará
r|Template:Cite blog|Template:Cite web
r|Template:IPA-te|Template:IPA-all
r|Template:Country data 世界|Template:Country data World
r|Template:Hk-stub|Template:Hongkong-stub
r|Template:排球中国女子10世|Template:2010年バレーボール世界選手権中国女子代表
r|Template:Country data カンザス州|Template:Country data Kansas
r|Template:UX新潟テレビ21のアナウンサー|Template:新潟テレビ21アナウンサー
r|Template:Country data The Gambia|Template:Country data Gambia
r|Template:Psychology-stub|Template:Psych-stub
r|Template:アンドレア・ドリア級ヘリコプター巡洋艦|Template:アンドレア・ドーリア級ヘリコプター巡洋艦
r|Template:Country data ABW|Template:Country data Aruba
r|Template:バレーボール全日本女子78世|Template:1978年バレーボール世界選手権全日本女子
r|Template:Country data セントビンセントおよびグレナディーン諸島|Template:Country data Saint Vincent and the Grenadines
r|Template:Country flag alias the Faroe Islands|Template:Country flag alias Faroe Islands
r|Template:バレーボール全日本女子70世|Template:1970年バレーボール世界選手権全日本女子
r|Template:User fbsd|Template:User OS:FreeBSD
r|Template:Fs player|Template:サッカークラブチーム選手一覧 選手
r|Template:Soccercolor|Template:SoccerColor
r|Template:2005 ラグビーワールドカップセブンズ日本代表|Template:ラグビーワールドカップ・セブンズ2005 男子7人制日本代表
r|Template:ポーランド国鉄8号線|Template:8号線 (ポーランド)
r|Template:Latest preview software release/AMD Catalyst|Template:Latest preview software release/AMD Radeon Software Crimson
r|Template:Infobox weather|Template:Infobox Weather
r|Template:IPA-shn|Template:IPA-all
r|Template:Fő|Template:Catmore
r|Template:IPhone|Template:IOS
r|Template:Cite ncbi/BB13039790|Template:Cite isbn/9784263443965
r|Template:リバープレートのメンバー|Template:CAリーベル・プレートのメンバー
r|Template:Rarechar|Template:僻字
r|Template:2006 ワールド・ベースボール・クラシック大韓民国代表|Template:2006 ワールド・ベースボール・クラシック韓国代表
r|Template:Species|Template:Wikispecies
r|Template:Country alias 日本海軍|Template:Country alias 十六条旭日旗
r|Template:Test5i|Template:ILLEGIT
r|Template:2010年アジア競技大会 U-21サッカー日本代表|Template:2010年アジア競技大会 サッカー日本代表
r|Template:Lang-roa|Template:Lang-vec
r|Template:IREf|Template:IRLf
r|Template:Judoka|Template:柔道家
r|Template:タイナカサチ|Template:タイナカ彩智
r|Template:IPA-ch|Template:IPA-all
r|Template:何故|Template:なぜ
r|Template:1995 FIFA U-17世界選手権 サッカー日本代表|Template:1995 FIFA U-17世界選手権 日本代表
r|Template:Country alias SVN|Template:Country alias Slovenia
r|Template:Country data ペルナンブーコ州|Template:Country data Pernambuco
r|Template:バレーボール全日本男子05グラチャンバレー|Template:2005年バレーボール・ワールドグランドチャンピオンズカップ全日本男子
r|Template:Vジャンプ漫画|Template:Vジャンプ連載中
r|Template:スルクフ級駆逐艦|Template:シュルクーフ級駆逐艦
r|Template:Monthly clean up category|Template:Monthly clean-up category
r|Template:BUL1878|Template:BGR1878
r|Template:Country flag alias 大日本帝国海軍|Template:Country flag alias 十六条旭日旗
r|Template:マイルチャンピオンシップ杯勝ち馬|Template:マイルチャンピオンシップ勝ち馬
r|Template:バレーボール全日本女子99W|Template:1999年バレーボールワールドカップ全日本女子
r|Template:Purgepage|Template:Purge page
r|Template:Infobox Anatomy|Template:Infobox anatomy
r|Template:Infobox navyship/sandbox|Template:Infobox 艦艇/sandbox
r|Template:HKGf1910|Template:HKG1910f
r|Template:Country data The Bahamas|Template:Country data Bahamas
r|Template:Country data FSM|Template:Country data Federated States of Micronesia
r|Template:Книга:Богуславский В.В.: Славянская энциклопедия. Киевская Русь - Московия|Template:Книга:Славянская энциклопедия. Киевская Русь - Московия
r|Template:鹿児島市の地域|Template:鹿児島市の町名
r|Template:Testcases notice|Template:Template test cases notice
r|Template:IPA-pa|Template:IPA-all
r|Template:User lang subcat/3|Template:Category user language-3
r|Template:IPA-sio|Template:IPA-all
r|Template:カンヌ国際映画祭男優賞 1960-1979|Template:カンヌ国際映画祭男優賞
r|Template:Infobox mineral|Template:Infobox 鉱物
r|Template:ROMf1881|Template:ROU1881f
r|Template:Imagequote2|Template:Imagequote
r|Template:NYCS Broadway-Seventh express|Template:NYCS Broadway-Seventh express south
r|Template:ジャンプSQ.19連載中|Template:ジャンプスクエア連載中
r|Template:マレー鉄道ポート・ディクソン支線|Template:ポート・ディクソン支線
r|Template:Country data マデイラ諸島|Template:Country data Madeira
r|Template:IPA-kok|Template:IPA-all
r|Template:ROMf1947|Template:ROU1948f
r|Template:Userboxtop|Template:Boxboxtop
r|Template:スポーツ予定/doc|Template:予定されているスポーツイベント/doc
r|Template:S.C.相模原歴代監督|Template:SC相模原歴代監督
r|Template:World Championships in Athletics|Template:Infobox World Championships in Athletics
r|Template:Country alias LKA|Template:Country alias Sri Lanka
r|Template:Country data トカンティンス州|Template:Country data Tocantins
r|Template:Broken link|Template:リンク切れ
r|Template:Country data グアナバラ州|Template:Country data Guanabara
r|Template:共有IPアドレス利用者|Template:User 共有IPアドレス
r|Template:バレーボールセルビアM男子代表04オ|Template:2004年オリンピックバレーボールセルビアモンテネグロ男子代表
r|Template:Infobox Park|Template:公園
r|Template:四神|Template:東アジアの伝説の生物
r|Template:DNB portal|Template:DNB-Portal
r|Template:Intricate template|Template:複雑なテンプレート
r|Template:ネスレネスクイック杯|Template:ネスレ杯
r|Template:Lead too long|Template:導入部が長い
r|Template:Country data シント・マールテン|Template:Country data Sint Maarten
r|Template:ホッフェンハイムのメンバー|Template:TSG1899ホッフェンハイムのメンバー
r|Template:2009 ラグビーワールドカップセブンズ女子日本代表|Template:ラグビーワールドカップ・セブンズ2009 女子7人制日本代表
r|Template:Country data アデン植民地|Template:Country data Aden
r|Template:シュトゥットガルトのメンバー|Template:VfBシュトゥットガルトのメンバー
r|Template:ポートランド・トレイルブレイザーズ 1976-77優勝|Template:ポートランド・トレイルブレイザーズ 1976-77NBA優勝
r|Template:Country data KUW|Template:Country data Kuwait
r|Template:Cite pmid/18502250|Template:Cite doi/10.1016.2Fj.beth.2007.07.002
r|Template:北京オリンピックバスケットボールアメリカ合衆国代表|Template:北京オリンピックバスケットボール男子アメリカ合衆国代表
r|Template:Ref-de|Template:De icon
r|Template:Convert/F|Template:Convert/°F
r|Template:Country data チリ|Template:Country data Chile
r|Template:正暦 (∀ガンダム)|Template:∀ガンダム
r|Template:バレーボール全日本男子98世|Template:1998年バレーボール世界選手権全日本男子
r|Template:Convert/Tcuft|Template:Convert/e12cuft
r|Template:CREED|Template:クリード
r|Template:Lang-bat-smg|Template:Lang-sgs
r|Template:Country data アイルランド共和国|Template:Country data Republic of Ireland
r|Template:2009 ワールド・ベースボール・クラシック台湾代表|Template:2009 ワールド・ベースボール・クラシック・チャイニーズタイペイ代表
r|Template:Other uses2|Template:Otheruses2
r|Template:Country data Kyōto|Template:Country data Kyoto Prefecture
r|Template:Infobox music genre|Template:Infobox Music genre
r|Template:KHMf|Template:CAMf
r|Template:Inconclusive|Template:非決定的
r|Template:TWNo|Template:TPE
r|Template:Country data カタルーニャ|Template:Country data Catalonia
r|Template:AllRovi person|Template:Amg name
r|Template:～|Template:〜
r|Template:Url|Template:URL
r|Template:東アジアサッカー選手権|Template:東アジアカップ
r|Template:バレーボール全日本男子01グラチャンバレー|Template:2001年バレーボール・ワールドグランドチャンピオンズカップ全日本男子
r|Template:MOZf1975|Template:MOZ1975f
r|Template:Country flag alias BUL1878|Template:Country flag alias BGR1878
r|Template:User lang subcat/N|Template:Category user language-N
r|Template:Country data Ōita|Template:Country data Ōita Prefecture
r|Template:独ソ戦|Template:Campaignbox 独ソ戦
r|Template:User si-N|Template:User si
r|Template:ARGf1541|Template:ARG1812f
r|Template:大阪府知事選挙|Template:大阪府の選挙
r|Template:Pgatour player|Template:PGATour player
r|Template:Aizu-Gokaido|Template:会津五街道
r|Template:PenGoal|Template:Pengoal
r|Template:Unresolved|Template:未解決
r|Template:延長|Template:BL
r|Template:Location map 北欧と中欧|Template:Location map Northern and Central Europe
r|Template:Wikidata entity link|Template:Q
r|Template:Aerospecs|Template:航空機スペック
r|Template:Selected picture/doc|Template:特集画像/doc
r|Template:Country data NOR|Template:Country data Norway
r|Template:表計算 (割合)/doc|Template:表計算%/doc
r|Template:引退した台風のアジア名|Template:アジア名が「引退」となった台風
r|Template:GRCmb|Template:GREmb
r|Template:オステルリッツ-ボルドー＝サン＝ジャン線|Template:オーステルリッツ-ボルドー＝サン＝ジャン線
r|Template:–|Template:Ndash
r|Template:SBinit|Template:サンドボックスの初期化
r|Template:Equationnote|Template:EquationNote
r|Template:RUSSR|Template:SFSR
r|Template:オンバト+ 第2回チャンピオン大会|Template:オンバト+第2回チャンピオン大会
r|Template:Country data 西オーストラリア州|Template:Country data Western Australia
r|Template:Infobox website|Template:Infobox Website
r|Template:Country alias ZMB|Template:Country alias Zambia
r|Template:Country data 北ホラント州|Template:Country data North Holland
r|Template:Country data アラブ首長国連邦|Template:Country data United Arab Emirates
r|Template:Country data 滋賀県|Template:Country data Shiga Prefecture
r|Template:東京基督教大学総長|Template:東京基督教大学学長
r|Template:Country flag alias Korea Republic|Template:Country flag alias South Korea
r|Template:Geolinks-AUS-suburbscale|Template:Mapit-AUS-suburbscale
r|Template:Cite pmid/22375971|Template:Cite doi/10.1056.2FNEJMoa1110557
r|Template:Country data 合衆国領有小離島|Template:Country data United States Minor Outlying Islands
r|Template:ベイ級ドック型補助揚陸艦|Template:エンフォーサー型揚陸艦
r|Template:Cite NSRW|Template:NSRW Cite
r|Template:文化庁メディア芸術祭マンガ部門|Template:文化庁メディア芸術祭マンガ部門大賞
r|Template:IRN1933mb|Template:IRI1933mb
r|Template:Convert/HP|Template:Convert/hp
r|Template:Infobox airline|Template:航空会社情報ボックス
r|Template:土佐電気鉄道伊野線|Template:とさでん交通伊野線
r|Template:Railway stations in Pakistan|Template:パキスタンの鉄道駅
r|Template:OASA Tram lines|Template:OASA lines
r|Template:Infobox academic|Template:Infobox 学者
r|Template:Infobox ethnic group|Template:Infobox 民族
r|Template:E-Girls|Template:E-girls
r|Template:Zh-tp|Template:Zh2
r|Template:Infobox 250cc rider|Template:Infobox Moto2 rider
r|Template:Astronomy-stub|Template:Astro-stub
r|Template:深セン地下鉄梅林線|Template:深セン地下鉄9号線
r|Template:Cite pmid/16410524|Template:Cite doi/10.1126.2Fscience.1121325
r|Template:Colorsample|Template:Color sample
r|Template:CAMf1970|Template:CAM1970f
r|Template:外部リンク/App Store/doc|Template:ITunes Preview App/doc
r|Template:MLB player|Template:Player
r|Template:Country data AUT|Template:Country data Austria
r|Template:Cite pmid/15795093|Template:Cite doi/10.1016.2Fj.toxlet.2005.01.012
r|Template:ファジアーノ岡山のメンバー|Template:ファジアーノ岡山FCのメンバー
r|Template:User BASIC-0|Template:User bas-0
r|Template:Country data 北イエメン|Template:Country data North Yemen
r|Template:User cinii|Template:User CiNii
r|Template:Country data Republic of Korea|Template:Country data South Korea
r|Template:Infobox 絵画作品/doc|Template:Infobox artwork/doc
r|Template:浅井氏当主|Template:浅井氏歴代当主
r|Template:横|Template:Double image aside
r|Template:NA|Template:N/a
r|Template:大嶼山バス列表|Template:ランタオ島バス列表
r|Template:Country data PAR|Template:Country data Paraguay
r|Template:Country alias BWA|Template:Country alias Botswana
r|Template:Florida Marlins roster|Template:Miami Marlins roster
r|Template:IPA-sm|Template:IPA-all
r|Template:Ethnic group|Template:Infobox 民族
r|Template:SelfEDP|Template:Self屋外美術
r|Template:Country data リオ・グランデ・ド・ノルテ州|Template:Country data Rio Grande do Norte
r|Template:Commons category inline|Template:Commonscat-inline
r|Template:Ubuntu|Template:Ubuntu-distro
r|Template:Pjlk|Template:PJLK
r|Template:日本バスケットボールリーグ|Template:ナショナル・バスケットボール・リーグ
r|Template:バレーボール全日本男子82世|Template:1982年バレーボール世界選手権全日本男子
r|Template:Country flag alias Republic of Ireland|Template:Country flag alias Ireland
r|Template:Country data TCH|Template:Country data Czechoslovakia
r|Template:NYCS service|Template:NYCS
r|Template:Infobox subbox bodystyle|Template:Subinfobox bodystyle
r|Template:Country data アメリカ領ヴァージン諸島|Template:Country data U.S. Virgin Islands
r|Template:Infobox musician|Template:Infobox Musician
r|Template:Ref-be|Template:Be icon
r|Template:セントラルパーク|Template:セントラル・パーク
r|Template:流山市の町名|Template:流山市の町・字
r|Template:即時削除/C2|Template:即時削除/カテゴリ2
r|Template:内紛|Template:Infobox civil conflict
r|Template:Cite pmid/15218460|Template:Cite doi/10.1016.2Fj.jvs.2004.03.017
r|Template:Country data USSR|Template:Country data Soviet Union
r|Template:Convert/mi2|Template:Convert/sqmi
r|Template:Ref begin|Template:Refbegin
r|Template:Babel-12|Template:Babel
r|Template:バレーボール全日本男子90世|Template:1990年バレーボール世界選手権全日本男子
r|Template:荃湾線|Template:セン湾線
r|Template:For step/call8/0|Template:For step/call8
r|Template:Infobox saint|Template:Infobox 聖人
r|Template:Country data マット・グロッソ州|Template:Country data Mato Grosso
r|Template:Extra chronology|Template:Extra chronology 2
r|Template:Country data AZE|Template:Country data Azerbaijan
r|Template:Country data ロンドーニア州|Template:Country data Rondônia
r|Template:Country data 愛知県|Template:Country data Aichi Prefecture
r|Template:2009 FIFA U-17世界選手権スイス代表|Template:2009 FIFA U-17ワールドカップ スイス代表
r|Template:Zh-hans icon|Template:Zh-smpl icon
r|Template:Infobox Senator|Template:Infobox Officeholder
r|Template:アカデミー賞編集賞 2001-2020|Template:アカデミー賞編集賞
r|Template:TTOf|Template:TRIf
r|Template:Country flag IOC alias ROM|Template:Country flag IOC alias ROU
r|Template:十干|Template:十干十二支
r|Template:BLP sources|Template:存命人物の出典明記
r|Template:Disambiguation|Template:Aimai
r|Template:Country data Republic of Macedonia|Template:Country data Macedonia
r|Template:Country data BDI|Template:Country data Burundi
r|Template:User WPShinto|Template:User WikiProject Shinto
r|Template:OTCBB|Template:Otcbb
r|Template:Eom|Template:Springer
r|Template:Infobox rare stamps|Template:Infobox postage stamp
r|Template:Country data LBR|Template:Country data Liberia
r|Template:IPA-am|Template:IPA-all
r|Template:Country data 新潟県|Template:Country data Niigata Prefecture
r|Template:Country data MDV|Template:Country data Maldives
r|Template:つくばみらい市の主な町名|Template:つくばみらい市の町・字
r|Template:Illm|Template:仮リンク
r|Template:Country data Fukuoka|Template:Country data Fukuoka Prefecture
r|Template:Infobox 軍人/doc|Template:基礎情報 軍人/doc
r|Template:Country data Aomori|Template:Country data Aomori Prefecture
r|Template:Facebook user|Template:Facebook
r|Template:Country data BHR|Template:Country data Bahrain
r|Template:Ref-lang|Template:Languageicon
r|Template:Country data マンスター|Template:Country data Munster
r|Template:Cite C1728|Template:Cite Cyclopaedia 1728
r|Template:Lookfrom/doc|Template:前方一致ページ一覧/doc
r|Template:レガ・カルチョC1|Template:レガ・プロ・プリマ・ディヴィジオーネ
r|Template:Country data インドネシア|Template:Country data Indonesia
r|Template:MY LITTLE LOVER|Template:My Little Lover
r|Template:Dda|Template:Death date and age
r|Template:Refimprove-section|Template:Refimprove section
r|Template:Location map Derbyshire|Template:Location map United Kingdom Derbyshire
r|Template:Usgs-gazetteer|Template:USGS gazetteer
